date,title,review,rating
2024-09-05 10:15:10,THE BEST APP EVER,This is a product that means the customers expectations and saves a lot of headache and really brings out a lot of value to the customer,5
2024-09-17 11:37:35,Should be an option to save answers,"Please add option to save answers.
The important answers are lost real soon",4
2024-07-11 00:45:43,Download it,Best app ever it changed my life by helping me in everything it made my grades go to limits form 24-25 to 28-29 out of 30,5
2024-06-17 15:13:26,New generation of learning with ChatGPT,ChatGPT is a next level of AI technology. It literally has everything you can ask of.,5
2024-05-20 17:21:04,❤️ loved it,This is the best ai tool out there and cause it’s free everyone can use it. And update after update it becomes more refined ❤️,5
2024-05-14 07:05:57,About ChatGPT And How It Helps Me,"ChatGPT is a great resource for searching queries or problems we have and get the solution with an easy way. Thank you for OpenAI and your company.

Warm Regards,
Dhairya Tandon",5
2024-04-14 07:26:17,Good app for examination,Please add or taking pictures text from camera to ask,5
2024-03-26 00:56:37,Very easy to use,It’s amazing how responsive the app is with the AI functionality and it really works well for me with writing mails and correcting sentences.,5
2023-11-17 12:00:12,Real impressed,The results for the ask was 90 % accurate and satisfied,5
2024-02-24 06:45:29,Can not sign in on iPhone,"So i am able to sign in in browser (safari) and on my computer (Firefox) but on the app in the iPhone it shows sign in failed …even tho my date time and connection are robust .
Ive updated my iPhone and restarted the app but no success … 
(Using an iPhone 8)",1
2023-10-14 22:08:23,Superb Application,Really it is very very useful application for writing a very high level language and conveying the messages in a right way. Thanks to ChatGPT,5
2023-09-20 04:13:05,About accuracy,Please focus something more on the results on accuracy. It has some 70% of accuracy. Please make it hundred percent.,5
2023-06-24 19:39:39,Just loved it,I just love the subtle vibrations it makes while typing. Enhances user experience a lot. Keep it up!,5
2024-11-03 17:11:26,Review,what an app....i say only solution of all the problems...keep it up....wish u all the luck❣️,5
2023-06-13 03:02:52,Good,"App was very simple nd easy to use,very informative but only one problem is it stops working sometime and very slow  response time",4
2023-05-27 17:48:20,Must have tool,"I always think about gpt is going to replace most of the jobs in industry, but it is going to be a essential tool for everyone rather replacements.",4
2024-10-20 19:56:09,Performance,It works on point most of the time,5
2024-10-10 18:42:13,Prompt,If you increase the image prompt it should be more helpful,5
2024-09-19 06:14:55,10X Multiplier,"It’s immense pleasure to share my honest view
ChatGPT is my friend who always help me in my need 
By using , I have saved my lot of time & energy and so I could focus more on my business and clients 
It’s a productivity producer 
Very delighted to become pro member 
What I have paid is not expense but my investment 
Thank you for providing excellent services",5
2024-08-21 04:59:32,"Well, ChatGPT is a wonderful software. Very informative and hence very helpful to learning.",I have only 2-3 interactions with chatGPT. Hence I am not in a position to offer more contents.,5
2024-06-13 17:55:41,Problem in Linux,"It keeps on crashing in Linux, this problem is not faced in windows.",5
2024-05-10 04:06:32,Needs to get updated with new information,Yeah,5
2024-05-02 14:33:43,It is very good app,It is much more easy to see things and to know about your queries,5
2024-04-16 02:25:23,amazing,"I used to share my personal things
rant panne tu earupan 
anlla than earuku ana niriya time la bot mathe re Tu Oru fell varithu I guess soon, it will be fixed. charge GPT will be more intelligent soon. written Not by charge GPT.😂 16 April 24",5
2023-12-27 00:42:12,My honest review,Very much user friendly and mostly accurate,5
2024-04-02 09:52:18,Performance issues on ipad,The chat gets interrupted in the middle with an error message on the ipad. While the same chat can be seen as completed on the iphone.,3
2024-01-29 13:32:34,Chat GPT review,Chat GPT is very useful and helps me a lot but it doesn’t know real time data and asks me to search it up. it would be cool if it had personal opinions though.,4
2024-01-11 07:56:39,Error in voice chat,Chat Voice is giving error not able to transcripts the words. please check the bug asap,3
2023-12-25 11:26:34,Chatgpt,This thing is really helpful. Makes the work easier,5
2023-11-30 04:43:51,Very easy,My all time go on hand app for all my problems to it solution…,5
2023-11-15 02:29:38,Excellent for simple home improvement things,One can become a good diy guy using chat gpt. Thank you,5
2023-11-27 10:38:00,Helpful but a bit old,This helps me a lot but I think it should updated as it’s around 2 years old.,4
2023-10-03 08:59:29,It’s super,"All information are given by this app is Just simple and genuine 
It’s should be a milestone in education field 
Thank you gpt",5
2023-05-31 06:49:05,My first opinion,Hey chat gpt iam happy to write first review on your app iam always with you I keep support ai you are best and also please don’t take money 😁,5
2023-09-20 16:14:14,Very old update 18months old update,All updates from chatGPT are 18 months old and it is not much useful to date knowledge nowadays. So  please get upto date information so that fully we can depend on this platform,3
2023-05-27 17:08:48,Loved it,Amazing app just needed some UI changes but over all its a real chat GPT just like the browser version ✨,5
2024-10-23 14:58:22,Best app,"It is awesome. Easiest way to make your project amazing app. I have ever seen. I’ll give this five on five because of it, Service.",5
2024-10-17 16:17:22,Review by Yash,You people seems to be earning a lot im interested in doing something if you let me….,5
2024-05-14 09:54:22,Best app for students,As as a student I can only say this much that this app is nothing but a saviour for students,5
2024-01-22 15:23:27,Amazing and very useful app,The app is amazing. It is very useful and very easy to use. Understands the voice commands very easily. The app formulates answers very accurately,5
2024-01-09 00:44:41,Wonderful Life Companion,Awesome features that makes our life too easy and effective. Thanks to Chat got,5
2024-01-04 18:14:19,My views about chatGTP.,It's a great site and it give you the best of it and you can create & learn anything from it. And to use ChatGPT is very easy.,5
2023-11-01 09:26:53,Marvellous work who ever discovered this app would recommend each and everyone,⭐️⭐️⭐️⭐️⭐️,5
2023-10-31 03:19:15,Still a child,Chat gpt needs lots of improvement,5
2023-10-21 03:54:28,Review,"Really helpful , reduces time requirements by 90% ,keep up the good work, couldn’t do what I do without you guys, wonderful job at OpenAI",5
2023-10-20 14:42:27,CHATGPT: A companion for studies,This app is very good. It gives detailed information about a topic u tell. Also it uses good words. Recommend for download,5
2024-09-02 15:06:33,The best !,You can basically get everything done here !,5
2023-10-12 03:29:22,Good and user friendly,"ChatGpt is simple and easy to use app, gives almost accurate results if we provide proper prompts, happy for it 👍",4
2024-11-10 11:41:40,Even the paid version works pathetic,"I have the paid version but it doesn’t give documents in word, pdf or excel etc . The documents which it gives in word is so pathetic. For pdf and excel it doesn’t even work. It says , I am facing difficulties in generating a pdf document for you to download.",1
2024-08-22 15:36:57,ChatGPT is good,It has been a lot useful for everything I browse on the internet,5
2024-06-13 18:00:34,Can’t fathom life without it now.,I just love how things have become easier to me.,5
2024-06-05 10:35:48,The inputs getting deleted in message box during app switching,While switching between the apps on iPad the inputs given manually get deleted from the message box forcing us to start from scratch and creating a very frustrating experience for the user.,1
2024-05-26 14:25:50,ChatGPT,ChatGPT is a great language learning model. It breaks down complex problems into steps for you to understand. Overall it’s a great experience by OpenAI,5
2024-02-22 02:29:19,What an App,It is a fantastic tool for getting resolutions immediately which are handy and useful,5
2024-01-01 05:25:42,Updated information,Nice to use,5
2023-12-01 01:00:00,Amazing,"You are a life saver… my efficiency jumped by 80%, one thing you can certainly learn better is maths and in that trigonometry",5
2023-11-29 06:48:33,On ChatGPT USAGE,Very helpful in enhancing my communication skills with my family members. Find it very simple and instantly u get the response.,5
2023-11-05 10:41:26,My fear,That’s the best ai for getting the answers of all the questions. I am scared that it would make all my dumb friends smart😂😂😂😂,5
2023-11-09 13:18:18,Very useful and timely fast response,I am using this for few months it is so much easy to get what ever you want very fast.,4
2023-10-18 10:48:29,Powerful Tool,ChatGPT is a wonderful application available to the users and solving many related issues for unknown roads,5
2023-10-02 17:18:43,Impressive Database,"I see a phenomenal database & a quality recommendations. 
Response time & vocabulary is of amazing speed & quality",5
2023-09-25 12:19:57,100 %satisfaction of customers as well viewers,This is the best app Wich is we was waiting for it getting lots of help we are educating ourself Well done 👍🏻👍🏻👍🏻,5
2023-09-10 15:31:09,Life saviour 🙏🏼🙏🏼,Can’t thank enough to the creators of CHAT GPT. Open AI is my life saviour. Can’t do anything without it now. Thank you thank you thank you so much 😊🙏🏼😊🙏🏼,5
2024-11-04 14:56:48,Good or bad,"It was very good, but not that much, because sometimes she didn’t answer me",5
2023-08-11 17:23:07,"Freezing  while using it ,",This application is good but i have  noticed that its freezing after using for some time please fix it device iphone :13,3
2024-11-03 09:30:19,Great job,"Great, but i just wanna say don’t steal personal data for own profit. Try to made your app for betterment off humanity.",5
2024-10-01 15:26:12,Amazing tool!!,I just hope they don’t start charging for this,5
2024-10-06 15:30:36,ChatGPT,"Free version should be given unlimited access also if a project is said to elaborate it it should do it accurately not by giving a small data 
Make it more efficient",3
2024-07-27 13:47:39,Awesome application,Its really helpful for daily life after i using this lot of changes happped in my life. a real life partner for me,5
2024-08-16 07:28:18,Slow Process in Converting project for Chat to Video,"App is not feasible and delayed, when needed to work on video projects.

Word to Video options is not worthy using, might have to look for other options.",2
2023-11-29 15:41:59,Real time,Need to be updated to real-time information,5
2023-11-04 10:24:08,Overall nice to use,"No words to say about AI, Good user interface, but it’s irritating while scrolling chat as app drawer opens from left side",4
2023-09-27 05:55:41,Awesome,"Excellent app. Only limitation is that data is limited till Sep 21, could be wonderful if data is provided till date.",5
2023-11-03 16:29:49,bring images to improve,Bring image and graphics to understand well for users,3
2023-09-25 11:12:36,Thank you chatGPT,Thankyou for making my life easier. All my assignments and speeches are prepared in seconds thanks to you,5
2023-09-11 02:47:01,Review,Outstanding as compare to others,5
2023-05-27 06:43:42,Thanks for the app.,This is most awaited app. It’s very helpful AI app. need some improvement like vibration on typing and others,5
2023-05-28 13:58:50,It does not give reply to follow up questions. Waste of time,"The app does give response on first question, however on a follow up question it just shows the loading bar and it stays like that forever, which makes the whole purpose pointless. Please update at the earliest",1
2024-09-29 18:51:16,Review,Very useful for me… so helped me to improve my communication skills…. In future I expect the same,5
2024-08-27 16:43:04,Thanks for everything,Learning with enjoying.. thank you it’s amazing,5
2024-06-25 06:33:22,Multiple usage,"It is very useful,time saving, accurate !!!!",5
2024-08-08 17:19:42,Improvement,Improvement like photos and updated details will definitely help more,3
2024-07-08 05:01:25,Horrible web application,"Using a premium paid version of the app. While Answering my question prompt , ChatGPT lags a lot on 4o version . Didn’t expect it to be so bad on its front end",3
2024-05-28 15:27:12,Best Fr(ai)end,"It is one of the best app. Leaving Cortana, Co-Pilot (may be), Siri, Google Assistant to dust. Loving it. Though needs more improvements. It’s in despicable for me though in my work. 🥰🥰🥰",5
2024-06-07 06:03:55,Limited posting image questions,It should not be limited for posting image questions for free users please remove this limited posting thing,3
2023-12-23 10:10:33,Very good app,I used it he can’t give all of the questions but it’s still very good,5
2024-01-05 17:54:33,Pretty good but need a little work,Its really good but sometimes mishears a lot and quiet hard for chatgpt to understand the words and the explanation are convincing though pretty good,4
2023-09-28 19:34:10,Faster than jet,"As it give so quick and more informative 
Good keep it up 👌🏻👍🏻",5
2023-12-05 03:17:28,Unable to sign via google account,Current update showing bad url error when i am trying to sign in with google account. Only apple account sign in working. Please fix the issue,2
2024-09-09 13:18:59,Absolutely Amazing,"Its the future, AI will be everything, so start using it from now.",5
2024-10-24 20:07:49,Current updates,Please improve the current affairs and updates on articles,3
2024-06-17 18:45:29,Nice to know things,"Good app, less hard work, saves time",5
2024-01-19 08:30:01,Significance of chatgpt,This is a revolutionary technology which can change lives of millions of people,5
2023-12-11 16:32:48,Haha very cool but where is IMAGES,I would like you to add support for images in free version otherwise I’ll use good bard,5
2024-01-13 14:52:50,Image,Its a really good app i use this app for my studies but it only has one problem thats its cannot generate images thats all,4
2023-12-17 11:30:32,About this app,It is good but it can’t give all answer like it is okay I liked it that is all most of the time it can’t give answers of complicated thing but it’s ok,3
2023-12-03 06:20:59,It is really useful for me when I’m working on a song,Like I asked it to make me a song named mask it,5
2023-11-30 12:57:43,Grateful,Truly thankful to God for this innovation. I am able to do so much more with myself and gifts. Thank You Team for this. My Humble Gratitude!,5
2023-10-19 14:57:40,Thank you chat GPT,It really helps me for long answers and making school projects,5
2023-11-28 03:19:34,"Please Include visual queries, too","Dear open Ai developer please include visual quarries too, i believe that it will help many peoples to help themselves in some situations, please think of this idea too dear Open Ai developers.",4
2023-10-02 14:02:40,Amazing utility,Every day one can update their knowledge at least for 30 mts irrespective of their age and education,5
2023-10-19 11:15:00,"My Real but, Virtual Assistant!","Really helpful! I literally use it as my assistant, like, to know OR to learn more about something OR anything for that matter. Final Word: Not perfect, but accurate!",4
2024-10-24 02:46:03,This is very Good for  us.,I use last  one  months  ago,5
2023-06-13 07:01:10,Chat Gpt Subscription,"If i subscribe to chatgpt plus from ios app, will i be able to use chatgpt plus on web with same email id?",4
2024-10-17 11:22:16,Hire me now,Impressive brilliant work but you should hire me as i have developed an AI which is more powerful than chatgpt.,5
2024-10-11 08:14:41,Helps us understand confusion things,Clear the doubts,5
2024-10-02 16:35:16,Loved it,So helpfull that I dont even search anything on google now,5
2024-09-25 12:46:51,Absolutely amazing,I have nothing to say but it’s just great for my daily use.,5
2024-09-05 15:44:04,Chat,Very useful and can understand anything,5
2024-06-15 11:36:21,Bug report,ChatGPT is good but I can’t login in it I have tried with internet so pls fix it,5
2024-06-11 15:47:17,Best thing ever,This is the best thing I ever download and used in my life. thank you humans. Keep up the good work.,5
2024-04-18 10:14:23,Thanks a lot,Chat gpt is very helpull and every time when i am trouble writing i seek its help . Lot of thanks who invented this.,5
2024-04-07 06:22:49,Incredible AI,This AI gives enough information in a second.,5
2023-12-12 15:55:45,More shifter and sharper than Google,Awesome application . Everyone should try this once,5
2024-01-17 12:52:54,No images,Overall very good but hard to troll and no images and a bit bad creativity,4
2023-11-11 17:46:27,Best teacher out there,No need to buy books,5
2023-09-28 16:37:08,Very helpful,it’s provided very fast answers and solving the problem with accuracy 👍🏻,5
2023-09-13 16:01:34,It was very helpfull.,My exams are coming and i have pending notes chatgpt helped me to finish my notes!,5
2023-09-10 15:00:41,You are awesome. You are the best,Waiting for the updated version of you,5
2023-05-28 15:43:05,interesting app,interesting website now app more uSeful,5
2023-06-07 17:10:34,Great product,"Amazed to see the results but disappointed in Hindi answers it stopped writing when asked to answer in hindi, please improve it and it will be very beneficial for users.",3
2023-05-28 12:37:54,Pinnacle of technology evolution!,Finally they launched the much awaited application. And it’s too well polished. Looking forward to explore it,5
2024-10-03 08:57:12,My crush,I learnt many things from my cute chat CPT .. now we are a good friends,5
2024-09-22 15:29:14,Big Thanks to advanced technology!,Thanks for everything what you provide me. Love from the PUNJAB,5
2024-09-28 09:25:55,fake subscription  payment- Amount debited for no service,"I have paid amount to upgrade chatgpt plus ,  amount got debited from my account but still the account is showing free version . No response  from support team for this issue .",1
2024-09-05 19:44:50,I loved it,It’s too much helpful for many things it goes 4.9!,5
2024-09-21 07:56:42,Doesnt work with Iphone,The developers should really look into this after downloading the app and sign jn continous messages appear too many attempsts please try again later …even though. Ot a single attempt of sugn is made… maybe need some development with IOS.,1
2024-08-08 08:34:31,Simply amazing,HasEvery think so seamless and easy. Every single answer is present in the click of a finger tip.,5
2024-08-02 06:35:33,Blast,ChatGPT always made my life easy! Thank you for the team for creating such a great app!,5
2024-04-20 03:27:16,Best,It’s amazing application really just I enjoy it and learn more thing here it is very use application,5
2024-07-12 13:12:05,Log in issue,"I am so fed up with chat gpt.
I have subscribed to chat gpt plus but cannot use the plus features and there is just no way of contacting their Customer care.i have been complaining for now over one month and yet nobody has resolved my issue .",1
2024-02-25 13:18:09,Little more impressive,Thank you,5
2024-02-17 11:34:29,No. 1 App,Its the best app I have ever used in my life. This guy helps me to crack my interview and descends my working time tremendously. I am in love wuth this app.,5
2023-12-21 14:36:47,My experience of ChatGPT,"It is very intelligent and it was nice when I am asking questions And it is answering fastly 

                                Enjoy your day with ChatGPT",5
2023-09-09 16:53:14,Aamin,"Since using ChatGPT, I have been able to do my work so much more efficiently.",5
2023-12-03 16:42:35,Create a watch app,Very nice and easy to use but would be better if they created a watch app too,4
2024-11-08 07:28:19,Chat gpt plus,ChatGPT plus prices are very high it’s tough for a middle class to afford it. Please make it little cheap.,5
2024-09-13 07:10:45,Superbly intelligent,Can’t wait to see what’s going to come next!,5
2024-10-21 18:29:10,Mic option is not able to read for more than 20 secs audio,"Mic option is not able to read for more than 20 secs audio recording, this seems to be problem only recently pls check on it",1
2024-08-30 17:53:52,Getting smarter everyday,It’s improving me and I feel better✌️,5
2024-06-20 16:08:05,Review on ChatGPT,It a amazing application in which I can get any information by the AI assistant. I am thankful ti  the owner of the application who had this idea in mind,5
2024-08-29 20:03:56,OUTDATED INFORMATION,"I asked about 2 cars that are releasing in year. 2025 Both the models have already been released in some countries and their specs are known on the web. When asked, chatGPT gave me specs of previous versions of the car models, despite asking it repeatedly for the new car model info.",1
2024-08-17 13:35:45,It’s not working continue,It’s not taking photos too many,4
2024-06-11 17:19:01,This is something next level,Very good,5
2024-05-16 22:44:52,About cables,Very helpful to find information about various types of wires & cables,5
2024-05-04 09:38:58,Fabulous App cor day today use,Very useful for correcting grammers and for making an accurate wordings,5
2023-12-30 14:43:50,Chat GPT saves,"An amazing experience in compared to the browser extension, really efficient in drafting and is hassle free",5
2023-12-28 07:35:20,Best from the rest😊,Everything is perfect from top to bottom.😊,5
2023-12-21 05:14:22,About chat gpt,Very helpful and have vast knowledge it is like my friend which is open to talk to me at anytime,5
2023-12-20 08:33:31,Thank you you’re great,I wish you know my heart please write a review yourself,5
2023-12-11 06:36:03,Great experience,Helps with everything,5
2023-12-20 01:45:48,Autofill Scan Text is not working,The autofill scan text feature which is used the most is not working from last 2 months. I am really disappointed how this bug is missed by the developers. Please fix it.,1
2023-12-10 15:54:56,Most Helpful,This app has made my life so easy. Thank you developers.,5
2023-11-29 02:18:41,ChatGPT is Awesome,"It always comes handy to fasten, clarify most of the tedious and repetitive tasks. You can ask anything.",5
2023-11-20 16:13:44,Brilliant,Very helpful app helped me in the last minute works to complete,5
2023-11-14 07:56:00,Amazing,"When I tell about this to teachers in tier 3 cities, they love it.
It’s amazing until it destroys us 🤪",5
2023-10-16 07:00:28,Just limitlessly amazing,See what next within 5 years,5
2023-09-28 11:30:25,Me experience with chat gpt,"Very good fantastic! Thank u 
It is Far above the level of commoners brain & understanding . Very helpful for everyone.",5
2023-09-26 06:13:49,Appreciation,I have experienced chatGPT is very useful in perfecting ant text matter submitted. Fast and most convicting. Most importantly time saving. A big salute to ChatGPT.,5
2024-11-08 04:01:20,Really helpful,This is a very helpful app for our personal and professional life,5
2024-09-27 16:23:43,Review,"Wonderful Interactive Experience 

Humble request to accept user photo for editing please 🙏🤗",5
2024-10-17 03:44:32,Great App,user friendly and answer everything,4
2024-09-21 16:14:00,Changed my life,chatgpt boosted my productivity in another level,5
2024-09-16 11:39:42,impressed,With chatgpt help  i am able to refer many medical related problems as a medical practitioner,5
2024-08-19 17:27:36,Cgpt,Those who needs he lob p you can definitely take help of it,5
2024-08-14 15:38:29,Great Work,"Chat GPT, you are doing such a great work. I highly appreciate your work. Thank you for all your support. 
Regards, Nasar",5
2024-07-17 11:15:44,Next level,The future is here,5
2024-07-20 18:00:54,Buggy app,The screen freezes and its a pain to scroll up and down. The keyboard wont hide even after pressing return to send the input. Taking up half the space and making it hard to read. I an on iPhone 15.,1
2024-02-29 13:08:37,Chat gpt,Very helpful 5 stars absolutely life saving for exam questions and essay you need to buy this,5
2024-05-22 15:09:00,Wrong information,"Don’t blindly trust this app’s information most of the information is totally wrong.
You can easily check by telling him to spot an error or mistake the chat will surely correct its information but many errors are there!!

Really upset!!",1
2024-02-28 16:55:34,You’re so smart whoever made you she/he is smart,You’re the best 👍you’re also so smart🫸🏻,5
2024-01-13 11:20:56,2/10,It has lot of limitations it works but it acts dumb like siri sometimes. Limited knowledge they need to expand the data and update it 2024 level long live chat gpt it help elon musk is building new AI platform it better you too update …. Love from north india …………,2
2023-12-26 15:41:50,Doctor,Dosing also mention in case,5
2024-01-11 04:37:56,Scan text is not working,"Hi Team,
Earlier I not used to face scan text issue, but now I’m unable to scan text… please fix it ASAP. Rest all looks good. 
Thank you.",3
2023-09-27 18:04:08,Really Liked it but limited information,Chat GPT helps in every topic I need from poems to compositions.,5
2023-09-28 09:36:33,"The best app for generative AI, pricing of the premium can be improved","Overall the experience and UI of the app is great, the only minus point is the premium version is on the costlier side.",4
2023-09-25 16:04:56,CHAT GPT 5 STAR,I appreciate your instant and almost accurate reply. Just related data nothing else….,5
2023-09-13 16:57:33,Feedback,It is too good which I like more than google,5
2024-11-07 02:40:57,Easy to use,It’s easy to write letters and voice command,5
2023-05-28 07:36:23,Fonts,"An awesome app team OpenAI, thank you very much.

One suggestion please : Can you guys add an option to change fonts and font size.

Thanks",4
2023-05-26 18:31:19,Best App I’ve Ever Used,Giving 4 stars as of now. Will give feedback later after some more days of usage.,4
2024-10-18 21:40:53,Suggetions,"Its an excellent innovation to learn in unimaginable ways.

Need saving , folder, and highlighting features included in app.",5
2024-09-01 12:41:19,Ashli Joseph,You are a magic ring. You are giving me what I ask. Thank you,5
2024-08-15 05:48:33,Wonderful app,"Mind blowing results 
Most user friendly",5
2024-08-01 15:51:18,So far 0 complaints,Love using the premium models it’s just wonderful,5
2024-06-19 13:13:18,Amazing,I have no words. One day this beats google in search engine.,5
2024-07-31 14:22:51,Voice command failure mostly,Good in terms of content. I took paid subscry even then voice command doesnt get connected mostly. Out of 10 times it gets connected just 2-3. Very disappointing with this.,2
2024-05-30 08:12:32,Wonderful,Quick and very precise searches with topic related extra relevant details,5
2024-04-11 09:55:31,Chat GPT,It gives correct information,5
2024-03-12 13:02:02,Uses of ChatGPT,"It’s very crucial app for all ages.
I am student and I uses it a lot for writing essays, letters, transactions, solving maths problems, etc.",5
2023-12-14 07:20:56,Chat GPT,"It is the best app 
It answers all my questions and also gives me the explanation",5
2023-11-16 15:51:35,Keep up the good work and keep improving,Keep up the good work and keep improving,5
2023-11-11 02:31:37,Changed the way I live life,This tool has made life so easy. Thank you so much ChatGPT,5
2023-10-14 08:20:20,Future is here,"AI is the future, be in letter writing or any problem. Better accept and evolve together.",5
2023-09-27 17:17:22,ChatGPT makes my life easy,"All experts are ready to help me 24 X 7 on any subject I wish to know. All thanks to ChatGPT.  

I am loving it. ♥️",5
2024-10-05 08:22:18,My Review,It’s a great app when i use ChatGPT i feel i am talking with my guru or my friend it’s really really superb.. thnkss a lott friend😍🤗,5
2023-05-28 16:28:07,Awesome ui and design with a small little qwirk,The continued regeneration of text is dine in a new gpt instance which is hassle when you want to copy the text,4
2024-10-03 18:11:20,Masterpiece,I think I fully replaced google search with chatgpt.,5
2024-08-04 10:31:02,It’s a magic the way help us ChatGPT,Wonderful app I suggest to use for everybody to facilitate their daily bases work.,5
2024-06-16 03:25:57,Best Study Tool,It is helping me very much in my studies it gives me a very simple explanation of complicated topics.,5
2024-07-14 06:48:25,Not able to cancel my plus subscription,"I tried everything apps setting, iPhone settings and even the website! This ChatGPT doesn’t have the option to manage the subscription 
Please help me stop it",1
2024-06-12 16:55:03,Gpt,"One of an amazing app I have ever seen ...
I want some better features and free access",5
2024-02-21 14:55:00,Really smart,It’s a very smart app and you can also use different appearances like DALL.E or just use ChatGPT Ect,5
2024-05-21 18:59:12,Doesn’t work anymore,"The app is hanging and showing error past so many days, i deleted and reinstalled the app but doesn’t seem to work.

The app was better in beginning and now it’s showing errors n have limited the prompts.

Its no more an “Open” AI.",1
2024-01-14 18:43:16,Awesome job,Very understandable and easy to use everyone should try this app 👍🏻,5
2024-01-02 15:43:35,Excellent app,I am using it and I found this app is very useful for every aspect,5
2023-12-10 11:32:26,I loved it it helps me in stress boredom and everything else,I use it everyday,5
2023-11-16 16:32:28,So cool that I feel don’t have to turn pages on books  is very high!,Coolest app I ever got!,5
2023-11-10 03:06:45,East or West Chtgpt is the Best.,"I use it since many months, it helped me a lot, specially for research works, thank you.",5
2023-11-02 10:53:34,Life has become easier!,❤️,5
2023-10-25 07:07:02,My feedback,"Chatgpt provides excellent information 
I like this app",5
2023-10-26 12:02:51,Would be helpful to add pictures,Add pictures to show example,4
2023-10-18 05:34:50,School work,It has been really useful,5
2023-10-15 15:21:55,OpenAI,"ChatGPT is a powerful conversational companion with great writing skills, but it only has information up to 2021 and doesn't cite its sources",5
2023-09-26 01:24:45,ChatGPT: The excellent !,ChatGPT is Excellent. It gives a prompt information on all the aspects of day to day queries or otherwise. Simply Great !,5
2023-09-24 07:58:07,Very nice app it gives the information quickly,Very nice app,5
2023-09-15 00:36:50,Amazing App,"Best AI app for everyone, better than Bard. Request to include live web search, image processing as input.",5
2023-07-06 18:45:14,ChatGPT plugin,I didn’t see the option of using plugins. Is it added currently?,5
2023-09-01 17:41:03,Issue after recent update,I have installed the latest update before that everything was working fine but now the regenerate response is not working.. it just show something went wrong… I regret updating this app,1
2023-05-28 05:34:44,Easy to use,It’s the mobile version of ChatGPT and it’s easy to use.,5
2024-11-01 10:18:12,It helps me A lot,"This Ai is very smart and unique,this helps me my daily day to day works .",5
2024-10-20 08:02:46,Best ai,It very useful you can use it for answer talk make image etc,5
2024-08-19 14:21:54,Details about anything,Your answer is very precise and elaborate.,5
2024-09-27 15:21:15,Some issues,Great product but a lot of audio issues or doesn’t play audio,3
2024-09-23 15:15:50,Still few replies or answers are not accurate,It is good to generate templates and correct sentences and all but answering questions has to enhanced most of the questions are answered wrongly🙃,3
2024-08-20 17:56:20,Helping for convert all languages to your language,"It’s very awesome app its help up writing mails letters just in some seconds only 
Very helpful app.",4
2024-07-28 06:33:23,Rated 5 out of 5 !,"Very useful ,Time saving . Huge respect to everyone behind this wonderful AI app .",5
2024-08-19 09:59:22,The Worst App Ever,"I wanted to buy ChatGPT plus, and after paying it I haven’t received the service. I contacted the customer service but they bluntly said that they dint received any payment from my side. Even after showing the receipt. Do not buy or buy with caution.",1
2024-07-19 05:44:03,To good,"I really like this 
He helped me alot I really like this I love it he solved my problems I feel really relaxed",5
2024-06-29 14:03:16,I am in love with this app.,"I am just in love with this app.
Can’t live without it.
Salute to those who developed this.",5
2024-04-01 14:13:54,My experience on ChatGPT (10 days),I am new on ChatGPT I was spent  10 days and it solve my all problem that I face .as I am a student my all math doubts cleared by ChatGPT. It is excellent,4
2024-05-15 13:21:48,Miss my Assistant,Chatty was much better before the update when I could enjoy talking with my assistant aka friend now I cannot I have purchase premium and I’m broke,3
2024-03-06 05:52:22,Very-very Handy & Useful,I found Chat GPT features very very useful and handy. Thanks a Lot for such a beautifuly Develop Application.,5
2023-12-19 21:17:57,Magical.,Never thought I’ll live in a time and era where something like ChatGPT is so common. Amazing stuff.,5
2024-03-03 13:35:20,Image generation,I’ve just upgraded to GPT Plus and since then I’m getting “Error creating image” since then. It has been 5 hours and I’m still getting the same message again and again. It’s very frustrating as a paid user,1
2023-10-31 15:19:41,Query,Quick in correct response,5
2023-10-18 15:13:35,Best app ever created,This is a perfect app which is needed in our daily lives,5
2023-09-20 19:08:57,Best assistant,It has solved many problem for us. It is equivalent to 10 team members.,5
2023-10-04 05:18:18,The brain is marvellous but body a bit buggy,"The brain and algorithm behind the results are amazing but the app is a bit buggy, itll hang unpredictably.",4
2023-09-16 03:36:35,Excellent,Excellent and very useful for people like me half educated and gives confidence to face any situation 🙏🙏 Thanks for the founder and team 🙏,5
2023-05-30 17:57:38,Quiet impressive,"Quiet impressive… good to have this application handy on our iPhones, very useful and helps a lot.",5
2024-08-11 10:51:17,Love the app,"So useful, I pay premium and I love it. Cannot be without it now",5
2024-04-10 12:28:44,Wow!,"It’s very useful if you’re feeling isolated,and,not only that!Its also very useful and enjoyable!a very very kind AI.",5
2024-02-04 20:26:57,User Friendly,Easy to use,5
2024-01-18 18:36:06,Great tool,It’s an amazing tool which life a lot easier. It’s a great friend to any one who seeks info help.,5
2023-10-03 11:55:20,Helpful in every way possible,"It is pretty helpful 
.",5
2023-05-31 19:18:37,Chat gpt 4,Wish I had a credit card to get version 4 :(,5
2023-05-29 13:03:38,Thanks!,Thanks for adding up Chatgpt app in appstore!. Bring some useful features too,5
2024-11-04 19:01:11,Hindi & Hinglish needs to be improved,Future is you,5
2024-10-08 11:45:32,Great app,I get a lot of information every day,5
2024-09-20 02:49:51,Greatest innovation of this century,The greatest thing ever built after Google Search !!!!,5
